ticker,name,currency,exchange,industry,logo,weburl,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,last_processing_date,total_grade,total_level,cik
swk,Stanley Black & Decker Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/5acc625a815c258fc2f37a7ee1e02489374a3c1b896b8919dff795cfd7f2002d.png,https://www.stanleyblackanddecker.com/,A,High,BB,Medium,BB,Medium,555,315,300,1170,19-04-2022,BBB,High,93556
stz,Constellation Brands Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Beverages,https://static.finnhub.io/logo/79274efe-80ec-11ea-a002-00000000092a.png,https://www.cbrands.com/,BBB,High,BB,Medium,B,Medium,459,313,295,1067,16-04-2022,BBB,High,16918
syk,Stryker Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/7b69d1b8-80ec-11ea-8adc-00000000092a.png,https://www.stryker.com/,BBB,High,BB,Medium,BB,Medium,485,321,325,1131,19-04-2022,BBB,High,310764
syy,Sysco Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/7d98fe90-80ec-11ea-8efe-00000000092a.png,https://www.sysco.com/,A,High,BB,Medium,BB,Medium,555,301,305,1161,19-04-2022,BBB,High,96021
shw,Sherwin-Williams Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/6f293378-80ec-11ea-a6d1-00000000092a.png,https://www.sherwin-williams.com/,B,Medium,B,Medium,B,Medium,295,259,220,774,19-04-2022,BB,Medium,89800
spgi,S&P Global Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/2746fe14-80ec-11ea-98af-00000000092a.png,https://www.spglobal.com/,BBB,High,BB,Medium,BB,Medium,435,341,310,1086,11-06-2022,BBB,High,64040
ste,STERIS plc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/7994efac322b7ad341facfee5c9fcf15f66bed805484134ee74b573f56fb60c1.png,https://www.steris.com/,A,High,BB,Medium,BB,Medium,510,301,305,1116,19-04-2022,BBB,High,1757898
syf,Synchrony Financial,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/d47e2046-80cf-11ea-9956-00000000092a.png,https://www.synchrony.com/,BB,Medium,BB,Medium,BB,Medium,325,312,310,947,19-04-2022,BBB,High,1601712
spg,Simon Property Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/7457aade-80ec-11ea-9de4-00000000092a.png,http://www.simon.com/,B,Medium,B,Medium,B,Medium,225,247,205,677,19-04-2022,B,Medium,1063761
sre,Sempra Energy,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/761f51b8-80ec-11ea-8baf-00000000092a.png,https://www.sempra.com/,AA,Excellent,BB,Medium,BB,Medium,700,386,310,1396,19-04-2022,A,High,1032208
so,Southern Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/7372a876-80ec-11ea-85f4-00000000092a.png,https://www.southerncompany.com/,A,High,BB,Medium,BB,Medium,515,307,330,1152,19-04-2022,BBB,High,92122
stt,State Street Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/79719626-80ec-11ea-aeff-00000000092a.png,https://www.statestreet.com/home.html,B,Medium,B,Medium,B,Medium,225,211,210,646,19-04-2022,B,Medium,93751
sna,Snap-On Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/7270adb0-80ec-11ea-9ce1-00000000092a.png,https://www.snapon.com/,A,High,BB,Medium,B,Medium,500,300,261,1061,19-04-2022,BBB,High,91440
rtx,Raytheon Technologies Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,https://static.finnhub.io/logo/cbc931066795111b6f985e16035ce417298b00557a4ce7585eb53595ebda66e1.png,https://www.rtx.com/,A,High,BB,Medium,BBB,High,520,330,400,1250,11-06-2022,A,High,101829
hig,Hartford Financial Services Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/f5c0966c-80eb-11ea-aa55-00000000092a.png,https://www.thehartford.com/,A,High,BB,Medium,BB,Medium,500,305,305,1110,17-04-2022,BBB,High,874766
tel,TE Connectivity Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/81c63b2c-80ec-11ea-baa4-00000000092a.png,https://www.te.com/,B,Medium,B,Medium,B,Medium,200,200,200,600,19-04-2022,B,Medium,1385157
tfx,Teleflex Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static4.finnhub.io/file/publicdatany2/stock_logo/TFX_4295905048.jpg,https://www.teleflex.com/,B,Medium,B,Medium,B,Medium,200,200,200,600,19-04-2022,B,Medium,96943
tfc,Truist Financial Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png,https://www.truist.com/,BBB,High,BB,Medium,BB,Medium,480,308,300,1088,11-06-2022,BBB,High,92230
tdy,Teledyne Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/800bfc1a-80ec-11ea-bbca-00000000092a.png,https://www.teledyne.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,19-04-2022,BBB,High,1094285
tgt,Target Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/83bbf858-80ec-11ea-9454-00000000092a.png,https://corporate.target.com/,A,High,BB,Medium,BB,Medium,550,342,313,1205,19-04-2022,A,High,27419
tjx,TJX Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/867767c8-80ec-11ea-84cc-00000000092a.png,https://www.tjx.com/index.html,A,High,BB,Medium,BB,Medium,500,300,300,1100,19-04-2022,BBB,High,109198
tpr,Tapestry Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,https://static.finnhub.io/logo/58ad34560d8e182ad9f36cef6e62734c155a4efcfb882243789cbe3a0b2edf4a.png,https://www.tapestry.com/,BBB,High,BB,Medium,BB,Medium,483,310,300,1093,11-06-2022,BBB,High,1116132
trv,Travelers Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/8a5ea176-80ec-11ea-bcad-00000000092a.png,https://www.travelers.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,27-07-2022,BBB,High,86312
tmo,Thermo Fisher Scientific Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,https://static.finnhub.io/logo/87f0bdac-80ec-11ea-b741-00000000092a.png,https://www.thermofisher.com/,A,High,BB,Medium,B,Medium,527,332,280,1139,19-04-2022,BBB,High,97745
tt,Trane Technologies PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,https://static.finnhub.io/logo/a16640a1e06f4119b9995c996f11dc6ea7d1953abc843cced84c4755aa3a7497.png,https://www.tranetechnologies.com/,AA,Excellent,BB,Medium,BB,Medium,700,389,320,1409,11-06-2022,A,High,1466258
tsn,Tyson Foods Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png,https://www.tysonfoods.com/,A,High,BB,Medium,BB,Medium,530,374,340,1244,19-04-2022,A,High,100493
tyl,Tyler Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png,https://www.tylertech.com/,BBB,High,BB,Medium,BB,Medium,400,306,305,1011,19-04-2022,BBB,High,860731
txt,Textron Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,https://static.finnhub.io/logo/8d40143a-80ec-11ea-a456-00000000092a.png,https://www.textron.com/,A,High,BB,Medium,B,Medium,500,300,200,1000,17-09-2022,BBB,High,217346
unh,UnitedHealth Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/91f38836-80ec-11ea-a5be-00000000092a.png,https://www.unitedhealthgroup.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,19-04-2022,BBB,High,731766
ups,United Parcel Service Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Logistics and Transportation,https://static.finnhub.io/logo/938d3558-80ec-11ea-b87d-00000000092a.png,https://www.ups.com/,A,High,BB,Medium,B,Medium,540,374,245,1159,19-04-2022,BBB,High,1090727
udr,UDR Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/900c0f4a-80ec-11ea-8d9b-00000000092a.png,https://www.udr.com/,B,Medium,BB,Medium,B,Medium,225,301,215,741,19-04-2022,B,Medium,74208
uhs,Universal Health Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/91358978-80ec-11ea-9330-00000000092a.png,https://uhs.com/,A,High,BB,Medium,BB,Medium,560,320,338,1218,19-04-2022,A,High,352915
mos,Mosaic Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/2d0284ee-80ec-11ea-9f28-00000000092a.png,https://www.mosaicco.com/,A,High,BB,Medium,BB,Medium,515,379,315,1209,18-04-2022,A,High,1285785
usb,US Bancorp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/9490028a-80ec-11ea-bee6-00000000092a.png,https://www.usbank.com/,BB,Medium,BB,Medium,BB,Medium,336,317,300,953,19-04-2022,BBB,High,36104
uri,United Rentals Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Trading Companies and Distributors,https://static.finnhub.io/logo/93d2840c-80ec-11ea-af66-00000000092a.png,https://www.unitedrentals.com/,BBB,High,BB,Medium,BB,Medium,472,318,300,1090,19-04-2022,BBB,High,1067701
vno,Vornado Realty Trust,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/9a0bc3a8-80ec-11ea-b356-00000000092a.png,https://www.vno.com/,A,High,BB,Medium,BB,Medium,540,326,325,1191,19-04-2022,BBB,High,899689
vlo,Valero Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/9895287e-80ec-11ea-9005-00000000092a.png,https://www.valero.com/,AA,Excellent,BB,Medium,BB,Medium,608,307,330,1245,19-04-2022,A,High,1035002
vfc,VF Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,https://static.finnhub.io/logo/9740951a-80ec-11ea-ae98-00000000092a.png,https://www.vfc.com/,A,High,BB,Medium,BB,Medium,505,301,300,1106,19-04-2022,BBB,High,103379
v,Visa Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/96a1dba6-80ec-11ea-8ab6-00000000092a.png,https://usa.visa.com/,A,High,BB,Medium,BB,Medium,504,368,310,1182,19-04-2022,BBB,High,1403161
vtr,Ventas Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/e63599b4-8279-11ea-a58d-00000000092a.png,https://www.ventasreit.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,19-04-2022,BBB,High,740260
vmc,Vulcan Materials Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Construction,https://static.finnhub.io/logo/98e82364-80ec-11ea-91db-00000000092a.png,https://www.vulcanmaterials.com/,A,High,BB,Medium,BB,Medium,570,319,300,1189,19-04-2022,BBB,High,1396009
wec,WEC Energy Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/9ed91c64-80ec-11ea-a88a-00000000092a.png,https://www.wecenergygroup.com/,AA,Excellent,BBB,High,BB,Medium,635,438,300,1373,19-04-2022,A,High,783325
well,Welltower OP LLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/f36a2b02-80eb-11ea-bd6a-00000000092a.png,https://welltower.com/,BBB,High,BB,Medium,BB,Medium,437,326,300,1063,21-04-2022,BBB,High,766704
wat,Waters Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,https://static.finnhub.io/logo/0a5c3417481b22f5acd53469adf5c18e0c8d5a99e49bd245766818352728169f.png,https://www.waters.com/nextgen/us/en.html,B,Medium,B,Medium,B,Medium,270,292,235,797,19-04-2022,BB,Medium,1000697
wm,Waste Management Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Commercial Services and Supplies,https://static.finnhub.io/logo/a3d670b8-80ec-11ea-bd29-00000000092a.png,https://www.wm.com/,AA,Excellent,BBB,High,B,Medium,613,408,285,1306,19-04-2022,A,High,823768
wab,Westinghouse Air Brake Technologies Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/9c29d5da-80ec-11ea-a77b-00000000092a.png,https://www.wabteccorp.com/,AA,Excellent,BB,Medium,BB,Medium,607,311,320,1238,19-04-2022,A,High,943452
wmb,Williams Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/9c7840c7a4d838e2d8eb3e1244b180fbd5d2c11bdfe84ff0591b407ac5c4272c.png,https://www.williams.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,20-04-2022,BBB,High,107263
wfc,Wells Fargo & Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/a108f354-80ec-11ea-a9e8-00000000092a.png,https://www.wellsfargo.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,19-04-2022,BBB,High,72971
whr,Whirlpool Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/144dfbd3d1545da3e390c36dbaecce8bef72e443a4cfd828c95c9fddc25dbee2.png,https://www.whirlpoolcorp.com/,A,High,BB,Medium,BB,Medium,500,301,300,1101,20-04-2022,BBB,High,106640
wst,West Pharmaceutical Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,https://static.finnhub.io/logo/a8401906-80ec-11ea-b1a2-00000000092a.png,https://www.westpharma.com/,A,High,BB,Medium,BB,Medium,540,330,305,1175,20-04-2022,BBB,High,105770
wrb,W R Berkley Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/740dcb527b61009b015033853e9bfbf73290277f9b9ea340f649eed255598acf.png,https://www.berkley.com,BB,Medium,B,Medium,BB,Medium,360,294,300,954,19-04-2022,BBB,High,11544
wmt,Walmart Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/52057505dd05a752d364065fcddf7772a700b31c47c39e9dcb41e393f6693d52.png,https://corporate.walmart.com,BB,Medium,B,Medium,B,Medium,310,281,220,811,19-04-2022,BB,Medium,104169
wu,Western Union Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/a9014bda-80ec-11ea-8ebd-00000000092a.png,https://corporate.westernunion.com/,B,Medium,B,Medium,B,Medium,205,205,228,638,20-04-2022,B,Medium,1365135
yum,Yum! Brands Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/YUM_4295905127.png,https://www.yum.com/wps/portal/yumbrands/Yumbrands,A,High,BB,Medium,BB,Medium,500,320,310,1130,20-04-2022,BBB,High,1041061
xyl,Xylem Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/b7806a5bdc1a1644d60a225492aab173dfd95635750d7b9b45b8c0b294de1c6b.png,https://www.xylem.com/,BB,Medium,B,Medium,B,Medium,374,254,210,838,20-04-2022,BB,Medium,1524472
wy,Weyerhaeuser Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/ac1dd6b8-80ec-11ea-997a-00000000092a.png,https://www.weyerhaeuser.com/,AA,Excellent,BB,Medium,BB,Medium,700,340,300,1340,20-04-2022,A,High,106535
wrk,Westrock Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Packaging,https://static.finnhub.io/logo/3f3f2482-80d2-11ea-a5a1-00000000092a.png,https://www.westrock.com/,A,High,BB,Medium,BB,Medium,555,324,305,1184,20-04-2022,BBB,High,1732845
xom,Exxon Mobil Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/ae11c718-80ec-11ea-906c-00000000092a.png,https://corporate.exxonmobil.com/,A,High,BB,Medium,BB,Medium,538,322,313,1173,17-04-2022,BBB,High,34088
zbh,Zimmer Biomet Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/af918252-80ec-11ea-8921-00000000092a.png,https://www.zimmerbiomet.com/en,A,High,BB,Medium,BB,Medium,520,330,310,1160,20-04-2022,BBB,High,1136869
zts,Zoetis Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,https://static.finnhub.io/logo/aae505a6-80cd-11ea-ae5f-00000000092a.png,https://www.zoetis.com/,A,High,BB,Medium,BB,Medium,520,348,310,1178,20-04-2022,BBB,High,1555280
de,Deere & Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/bc1c82ca-80eb-11ea-9dab-00000000092a.png,https://www.deere.com/,A,High,BB,Medium,BB,Medium,560,339,305,1204,17-04-2022,A,High,315189
dd,Dupont De Nemours Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/05ee38d2b79516f1f0e05cd3272ed2cc3d26a720403d97cd98489b65a8534c0b.png,https://www.dupont.com/,A,High,BB,Medium,B,Medium,550,341,295,1186,17-04-2022,BBB,High,1666700
d,Dominion Energy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/b8c87ccc-80eb-11ea-8353-00000000092a.png,https://www.dominionenergy.com/,A,High,BB,Medium,BB,Medium,535,325,310,1170,17-04-2022,BBB,High,715957
cvs,CVS Health Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/967b7ec60c44b54789e6c3e49f85ba1dd1ced58138b383c35a17f1da367c3c20.png,https://cvshealth.com/,A,High,BB,Medium,BB,Medium,540,302,315,1157,17-04-2022,BBB,High,64803
dal,Delta Air Lines Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Airlines,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DAL_4295903853.png,https://www.delta.com/,A,High,BB,Medium,BB,Medium,515,300,313,1128,17-04-2022,BBB,High,27904
crm,Salesforce Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/5a800a68f67c85e1158caac04d7571fd645fadb4db02255a64f72805ff5c7e2a.png,https://www.salesforce.com/,B,Medium,B,Medium,B,Medium,215,241,200,656,19-04-2022,B,Medium,1108524
cvx,Chevron Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/b5214c2e-80eb-11ea-b823-00000000092a.png,https://www.chevron.com/,B,Medium,B,Medium,B,Medium,210,217,210,637,22-04-2022,B,Medium,93410
ctva,Corteva Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/5e5e239c-80da-11ea-9057-00000000092a.png,https://www.corteva.com,AA,Excellent,BB,Medium,BB,Medium,610,312,320,1242,10-06-2022,A,High,1755672
ctra,Coterra Energy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/aa49afec-80eb-11ea-b224-00000000092a.png,https://coterra.com/,A,High,BB,Medium,BB,Medium,555,329,310,1194,11-06-2022,BBB,High,858470
ctlt,Catalent Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,https://static.finnhub.io/logo/c00dc57e-80cf-11ea-ae8f-00000000092a.png,https://www.catalent.com/,BBB,High,BB,Medium,BB,Medium,483,303,305,1091,16-04-2022,BBB,High,1596783
cpb,Campbell Soup Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,https://static.finnhub.io/logo/9d62e2c93777bb01219c94ccf5be76cac7e2963a98b4f91ad9f8af9a6d12c75c.png,https://www.campbellsoupcompany.com/,A,High,BB,Medium,BB,Medium,515,301,305,1121,16-04-2022,BBB,High,16732
crl,Charles River Laboratories International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,https://static.finnhub.io/logo/57255b65e8211290fea2a682499fcdb7655d9ae4fc6161e5286c0993044e6d57.png,https://www.criver.com/,A,High,BB,Medium,B,Medium,510,322,235,1067,16-04-2022,BBB,High,1100682
cop,Conocophillips,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/aacfcb5e-80eb-11ea-8e60-00000000092a.png,http://www.conocophillips.com/,AA,Excellent,A,High,BB,Medium,687,544,305,1536,16-04-2022,A,High,1163165
coo,Cooper Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/aa10fd64-80eb-11ea-8aad-00000000092a.png,https://www.coopercos.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,16-04-2022,BBB,High,711404
cof,Capital One Financial Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/aa81d530-80eb-11ea-aeeb-00000000092a.png,https://www.capitalone.com/,A,High,BB,Medium,BB,Medium,508,309,320,1137,16-04-2022,BBB,High,927628
cnc,Centene Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/a829c2c2-80eb-11ea-a52a-00000000092a.png,https://www.centene.com/,A,High,BB,Medium,BB,Medium,548,355,315,1218,16-04-2022,A,High,1071739
cnp,CenterPoint Energy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/a983bcb0-80eb-11ea-96df-00000000092a.png,https://www.centerpointenergy.com/,A,High,BB,Medium,B,Medium,550,320,260,1130,16-04-2022,BBB,High,1130310
cms,CMS Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/a772ceae-80eb-11ea-ae8d-00000000092a.png,https://www.cmsenergy.com/,BBB,High,AA,Excellent,C,Low,450,667,75,1192,16-04-2022,BBB,High,811156
cmi,Cummins Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/a612de46-80eb-11ea-b7ef-00000000092a.png,https://www.cummins.com/,A,High,BB,Medium,BB,Medium,510,320,300,1130,17-04-2022,BBB,High,26172
cl,Colgate-Palmolive Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/a1933f1c-80eb-11ea-b4c0-00000000092a.png,https://www.colgate.com/,A,High,BB,Medium,BB,Medium,520,310,310,1140,16-04-2022,BBB,High,21665
mmm,3M Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Industrial Conglomerates,https://static.finnhub.io/logo/2a1802fa-80ec-11ea-a0f5-00000000092a.png,https://www.3m.com/,A,High,BB,Medium,BB,Medium,526,310,305,1141,16-04-2022,BBB,High,66740
cfg,Citizens Financial Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/7aa22fa8-80d0-11ea-b627-00000000092a.png,https://www.citizensbank.com/,B,Medium,B,Medium,B,Medium,230,215,205,650,16-04-2022,B,Medium,759944
cag,Conagra Brands Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,https://static.finnhub.io/logo/83636bb3e8284a86d2322a428a31f7eaed97d3effb350e6ebd5f39dfcd32f0e9.png,https://www.conagrabrands.com/,A,High,BB,Medium,BB,Medium,525,306,300,1131,16-04-2022,BBB,High,23217
ci,Cigna Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/9eb85cf0-80eb-11ea-a6ed-00000000092a.png,https://www.cigna.com/,A,High,BB,Medium,BB,Medium,508,328,310,1146,16-04-2022,BBB,High,1739940
cah,Cardinal Health Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/88511edda41b785295d9b638075a69a79c69e9ff3a1a46b0347f656c32cfb820.png,https://www.cardinalhealth.com/en.html,A,High,BB,Medium,BB,Medium,505,300,315,1120,16-04-2022,BBB,High,721371
ma,Mastercard Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/96406588fb76d52e50bf7c2bc0f730206a19c4f08371ead195e22ca07da3f66f.png,https://investor.mastercard.com/investor-relations/default.aspx,B,Medium,B,Medium,B,Medium,210,230,215,655,18-04-2022,B,Medium,1141391
lw,Lamb Weston Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,https://static.finnhub.io/logo/7dd3316b07aaae0476f1aef88bc624d4c5c5182ca5aa592de10fd909d55f9d1c.png,https://www.lambweston.com/,BB,Medium,B,Medium,BB,Medium,345,256,300,901,10-06-2022,BBB,High,1679273
maa,Mid-America Apartment Communities Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/1e4096dc-80ec-11ea-b0aa-00000000092a.png,https://www.maac.com/,BB,Medium,B,Medium,B,Medium,315,261,210,786,18-04-2022,BB,Medium,912595
mlm,Martin Marietta Materials Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Construction,https://static.finnhub.io/logo/287fe388-80ec-11ea-9de9-00000000092a.png,https://www.martinmarietta.com/,A,High,BB,Medium,BB,Medium,573,313,300,1186,18-04-2022,BBB,High,916076
luv,Southwest Airlines Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Airlines,https://static.finnhub.io/logo/b3772d81283effbcbc60d9f05a9d7e383119b5240c6c4d4cb4b5089d53e03cce.png,https://www.southwest.com/,B,Medium,BB,Medium,B,Medium,295,314,218,827,19-04-2022,BB,Medium,92380
lnc,Lincoln National Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/dea884d14549b34942f2a496ada88909d57dc5b723b77034599ff80aba0c22a4.png,https://www.lfg.com/,AA,Excellent,BB,Medium,BB,Medium,700,300,300,1300,18-04-2022,A,High,59558
len,Lennar Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/16c7bb94-80ec-11ea-b498-00000000092a.png,https://www.lennar.com/,BB,Medium,BB,Medium,B,Medium,363,344,220,927,18-04-2022,BBB,High,920760
pg,Procter & Gamble Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/3670fb2ffd852345681a233e48444f3dcf2001b5471cdc3eba3b486b02a42653.png,https://us.pg.com/,A,High,BBB,High,BB,Medium,560,422,310,1292,18-04-2022,A,High,80424
ogn,Organon & Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,https://static.finnhub.io/logo/647f8cc15494b0d5abe80b9c8d9b0cb033acf0961848639843b7538812029e0b.png,https://www.organon.com/,A,High,BB,Medium,BB,Medium,515,335,305,1155,11-06-2022,BBB,High,1821825
